thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ITI.started,ITI_fix.started,ITI.stopped,mem_array.started,mem_fix.started,memCircle.started,test_circle.started,dot0.started,dot1.started,dot2.started,dot3.started,dot4.started,key_resp.started,mem_array.stopped,dot_pos,dot_colors,angles,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,delay.started,delay_fix.started,delay_fix.stopped,delay.stopped,report.started,report_fix.started,reportCircle.started,mouse.started,report.stopped,resp_angles,true_angles,colors,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,ITI_fix.stopped,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,space,3.5009921659948304,None,"[-0.2743055555555556, -0.1840277777777778, -0.13680555555555557, 0.2222222222222222, -0.13125, -0.059722222222222225, 0.14305555555555555, 0.19722222222222222, 0.18888888888888888, 0.0006944444444444445, -0.010416666666666666, 0.2701388888888889, -0.22569444444444445, -0.22361111111111112, 0.14097222222222222, -0.007638888888888889, -0.011805555555555555, -0.011111111111111112, -0.06944444444444445]","[-0.31666666666666665, 0.125, -0.3145833333333333, 0.035416666666666666, -0.3145833333333333, -0.21736111111111112, -0.3159722222222222, -0.1111111111111111, -0.11527777777777778, -0.3159722222222222, 0.22430555555555556, -0.3138888888888889, 0.01875, 0.018055555555555554, -0.3138888888888889, -0.225, -0.22777777777777777, -0.22569444444444445, -0.20972222222222223]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.7527395419892855, 3.937316874973476, 6.139397958992049, 7.9738922090036795, 10.008910416974686, 11.360430874978192, 13.194374791986775, 14.846248249989003, 15.717832916998304, 17.064669374958612, 18.649474833975546, 20.384093083965126, 22.4567091249628, 23.420293874980416, 24.99192887498066, 26.34287283400772, 27.344125834002625, 28.111155083985068, 28.657094458991196]",0,0,0,0,0.007415209023747593,,0.0033848750172182918,0.007415209023747593,1.0006385840242729,1.0038833339931443,1.0314943750272505,1.0314943750272505,1.0314943750272505,1.0314943750272505,1.0314943750272505,1.0314943750272505,1.0314943750272505,1.0314943750272505,1.0314943750272505,4.647162708977703,"[[0.2148549069427357, 0.0668009652821602], [-0.06274159371654724, -0.21607520083967924], [-0.02201796513590069, 0.22392009559500073], [0.15840063456542303, -0.1597943646355256], [0.16045769539494362, 0.1577286530359766]]","['red', 'green', 'blue', 'yellow', 'magenta']","[0.3014374811214582, 4.429790988204797, 1.6688108091438045, 5.493407058737999, 0.7768215055463719]",space,3.5009921659948304,None,4.647245958971325,4.65282879199367,5.643534916976932,5.635586666991003,5.637562417017762,5.643534916976932,5.643534916976932,0.004310832999181002,34.3089453339926,"[2.5449322577124787, -0.5479543415270128, 1.6172026139043392, -1.890558812240193, 3.061022110125995]","[0.3014374811214582, 4.429790988204797, 1.6688108091438045, 5.493407058737999, 0.7768215055463719]","['red', 'green', 'blue', 'yellow', 'magenta']","[-0.2743055555555556, -0.1840277777777778, -0.13680555555555557, 0.2222222222222222, -0.13125, -0.059722222222222225, 0.14305555555555555, 0.19722222222222222, 0.18888888888888888, 0.0006944444444444445, -0.010416666666666666, 0.2701388888888889, -0.22569444444444445, -0.22361111111111112, 0.14097222222222222, -0.007638888888888889, -0.011805555555555555, -0.011111111111111112, -0.06944444444444445]","[-0.31666666666666665, 0.125, -0.3145833333333333, 0.035416666666666666, -0.3145833333333333, -0.21736111111111112, -0.3159722222222222, -0.1111111111111111, -0.11527777777777778, -0.3159722222222222, 0.22430555555555556, -0.3138888888888889, 0.01875, 0.018055555555555554, -0.3138888888888889, -0.225, -0.22777777777777777, -0.22569444444444445, -0.20972222222222223]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.7527395419892855, 3.937316874973476, 6.139397958992049, 7.9738922090036795, 10.008910416974686, 11.360430874978192, 13.194374791986775, 14.846248249989003, 15.717832916998304, 17.064669374958612, 18.649474833975546, 20.384093083965126, 22.4567091249628, 23.420293874980416, 24.99192887498066, 26.34287283400772, 27.344125834002625, 28.111155083985068, 28.657094458991196]",,109829,2026-01-12_15h49.04.524,WMpsilocybin_v1,,2025.2.4,None,2026-01-12 15h49.04.553893 -0600,
1,0,1,,,,,,,,,,1,0,1,0,34.31092224997701,,34.309388375026174,34.31092224997701,35.29594583401922,35.299244624970015,35.30890958401142,35.30890958401142,35.30890958401142,35.30890958401142,35.30890958401142,35.30890958401142,35.30890958401142,35.30890958401142,35.30890958401142,,,,,,,,,,,,,,,,,,,,,,,,,,35.30890958401142,,,,,,,,
